"2306.05311","Ernest Pokropek","Ernest Pokropek, Sofia Broom\'e, Pia Haubro Andersen, Hedvig
  Kjellstr\""om","Predictive Modeling of Equine Activity Budgets Using a 3D Skeleton
  Reconstructed from Surveillance Recordings","3rd Workshop on CV4Animals: Computer Vision for Animal Behavior
  Tracking and Modeling (in conjunction with CVPR 2023) [POSTER]",,,,"cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this work, we present a pipeline to reconstruct the 3D pose of a horse
from 4 simultaneous surveillance camera recordings. Our environment poses
interesting challenges to tackle, such as limited field view of the cameras and
a relatively closed and small environment. The pipeline consists of training a
2D markerless pose estimation model to work on every viewpoint, then applying
it to the videos and performing triangulation. We present numerical evaluation
of the results (error analysis), as well as show the utility of the achieved
poses in downstream tasks of selected behavioral predictions. Our analysis of
the predictive model for equine behavior showed a bias towards pain-induced
horses, which aligns with our understanding of how behavior varies across
painful and healthy subjects.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:00:04 GMT""}]","2023-06-09"
"2306.05312","Gui-Han Liang","Gui-Han Liang, Xiao-Hui Song, Cheng-Lin Deng, Xu-Yang Gu, Yu Yan,
  Zheng-Yang Mei, Si-Lu Zhao, Yi-Zhou Bu, Yong-Xi Xiao, Yi-Han Yu, Ming-Chuan
  Wang, Tong Liu, Yun-Hao Shi, He Zhang, Xiang Li, Li Li, Jing-Zhe Wang, Ye
  Tian, Shi-Ping Zhao, Kai Xu, Heng Fan, Zhong-Cheng Xiang, and Dong-Ning Zheng","Tunable Coupling Architectures with Capacitively Connecting Pads for
  Large-Scale Superconducting Multi-Qubit Processors","Main text: 7 pages, 6 figures",,,,"quant-ph","http://creativecommons.org/licenses/by/4.0/","  We have proposed and experimentally verified a tunable inter-qubit coupling
scheme for large-scale integration of superconducting qubits. The key feature
of the scheme is the insertion of connecting pads between qubit and tunable
coupling element. In such a way, the distance between two qubits can be
increased considerably to a few millimeters, leaving enough space for arranging
control lines, readout resonators and other necessary structures. The increased
inter-qubit distance provides more wiring space for flip-chip process and
reduces crosstalk between qubits and from control lines to qubits. We use the
term Tunable Coupler with Capacitively Connecting Pad (TCCP) to name the
tunable coupling part that consists of a transmon coupler and capacitively
connecting pads. With the different placement of connecting pads, different
TCCP architectures can be realized. We have designed and fabricated a few
multi-qubit devices in which TCCP is used for coupling. The measured results
show that the performance of the qubits coupled by the TCCP, such as $T_1$ and
$T_2$, was similar to that of the traditional transmon qubits without TCCP.
Meanwhile, our TCCP also exhibited a wide tunable range of the effective
coupling strength and a low residual ZZ interaction between the qubits by
properly tuning the parameters on the design. Finally, we successfully
implemented an adiabatic CZ gate with TCCP. Furthermore, by introducing TCCP,
we also discuss the realization of the flip-chip process and tunable coupling
qubits between different chips.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:00:54 GMT""}]","2023-06-09"
"2306.05313","Mikhail Mamaev","Mikhail Mamaev, Diego Barberena, Ana Maria Rey","Spin squeezing in mixed-dimensional anisotropic lattice models","13+9 pages, 8+1 figures",,,,"cond-mat.quant-gas quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We describe a theoretical scheme for generating scalable spin squeezing with
nearest-neighbour interactions between spin-1/2 particles in a 3D lattice,
which are naturally present in state-of-the-art 3D optical lattice clocks. We
propose to use strong isotropic Heisenberg interactions within individual
planes of the lattice, forcing the constituent spin-1/2s to behave as large
collective spins. These large spins are then coupled with XXZ anisotropic
interactions along a third direction of the lattice. This system can be
realized via superexchange interactions in a 3D optical lattice subject to an
external linear potential, such as gravity, and in the presence of spin-orbit
coupling (SOC) to generate spin anisotropic interactions. We show there is a
wide range of parameters in this setting where the spin squeezing improves with
increasing system size even in the presence of holes.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:01:00 GMT""}]","2023-06-09"
"2306.05314","Qiushi Guo","Qiushi Guo, Ryoto Sekine, James A. Williams, Benjamin K. Gutierrez,
  Robert M. Gray, Luis Ledezma, Luis Costa, Arkadev Roy, Selina Zhou, Mingchen
  Liu, Alireza Marandi","Mode-locked laser in nanophotonic lithium niobate",,,,,"physics.optics","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Mode-locked lasers (MLLs) have enabled ultrafast sciences and technologies by
generating ultrashort pulses with peak powers substantially exceeding their
average powers. Recently, tremendous efforts have been focused on realizing
integrated MLLs not only to address the challenges associated with their size
and power demand, but also to enable transforming the ultrafast technologies
into nanophotonic chips, and ultimately to unlock their potential for a
plethora of applications. However, till now the prospect of integrated MLLs
driving ultrafast nanophotonic circuits has remained elusive because of their
typically low peak powers, lack of controllability, and challenges with
integration with appropriate nanophotonic platforms. Here, we overcome these
limitations by demonstrating an electrically-pumped actively MLL in
nanophotonic lithium niobate based on its hybrid integration with a III-V
semiconductor optical amplifier. Our MLL generates $\sim$4.8 ps optical pulses
around 1065 nm at a repetition rate of $\sim$10 GHz, with pulse energy
exceeding 2.6 pJ and a high peak power beyond 0.5 W. We show that both the
repetition rate and the carrier-envelope-offset of the resulting frequency comb
can be flexibly controlled in a wide range using the RF driving frequency and
the pump current, paving the way for fully-stabilized on-chip frequency combs
in nanophotonics. Our work marks an important step toward fully-integrated
nonlinear and ultrafast photonic systems in nanophotonic lithium niobate.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:04:51 GMT""}]","2023-06-09"
"2306.05315","Rahul Roy","Rahul Roy, Shyamal K. De, Subir Kumar Bhandari","Large-scale adaptive multiple testing for sequential data controlling
  false discovery and nondiscovery rates","44 pages, 4 figures, 2 tables",,,,"stat.ME math.ST stat.TH","http://creativecommons.org/publicdomain/zero/1.0/","  In modern scientific experiments, we frequently encounter data that have
large dimensions, and in some experiments, such high dimensional data arrive
sequentially rather than full data being available all at a time. We develop
multiple testing procedures with simultaneous control of false discovery and
nondiscovery rates when $m$-variate data vectors $\mathbf{X}_1, \mathbf{X}_2,
\dots$ are observed sequentially or in groups and each coordinate of these
vectors leads to a hypothesis testing. Existing multiple testing methods for
sequential data uses fixed stopping boundaries that do not depend on sample
size, and hence, are quite conservative when the number of hypotheses $m$ is
large. We propose sequential tests based on adaptive stopping boundaries that
ensure shrinkage of the continue sampling region as the sample size increases.
Under minimal assumptions on the data sequence, we first develop a test based
on an oracle test statistic such that both false discovery rate (FDR) and false
nondiscovery rate (FNR) are nearly equal to some prefixed levels with strong
control. Under a two-group mixture model assumption, we propose a data-driven
stopping and decision rule based on local false discovery rate statistic that
mimics the oracle rule and guarantees simultaneous control of FDR and FNR
asymptotically as $m$ tends to infinity. Both the oracle and the data-driven
stopping times are shown to be finite (i.e., proper) with probability 1 for all
finite $m$ and converge to a finite constant as $m$ grows to infinity. Further,
we compare the data-driven test with the existing gap rule proposed in He and
Bartroff (2021) and show that the ratio of the expected sample sizes of our
method and the gap rule tends to zero as $m$ goes to infinity. Extensive
analysis of simulated datasets as well as some real datasets illustrate the
superiority of the proposed tests over some existing methods.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:07:31 GMT""}]","2023-06-09"
"2306.05316","Luan Hoang","Luan Hoang and Thinh Kieu","Anisotropic flows of Forchheimer-type in porous media and their steady
  states","35 pp, submitted for publication",,,,"math.AP math-ph math.MP","http://creativecommons.org/licenses/by-nc-nd/4.0/","  We study the anisotropic Forchheimer-typed flows for compressible fluids in
porous media. The first half of the paper is devoted to understanding the
nonlinear structure of the anisotropic momentum equations. Unlike the isotropic
flows, the important monotonicity properties are not automatically satisfied in
this case. Therefore, various sufficient conditions for them are derived and
applied to the experimental data. In the second half of the paper, we prove the
existence and uniqueness of the steady state flows subject to a nonhomogeneous
Dirichlet boundary condition. It is also established that these steady states,
in appropriate functional spaces, have local H\""older continuous dependence on
the forcing function and the boundary data.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:07:52 GMT""}]","2023-06-09"
"2306.05317","Potsawee Manakul","Potsawee Manakul, Yassir Fathullah, Adian Liusie, Vyas Raina, Vatsal
  Raina, Mark Gales","CUED at ProbSum 2023: Hierarchical Ensemble of Summarization Models","BioNLP Workshop @ ACL 2023",,,,"cs.CL","http://creativecommons.org/licenses/by/4.0/","  In this paper, we consider the challenge of summarizing patients' medical
progress notes in a limited data setting. For the Problem List Summarization
(shared task 1A) at the BioNLP Workshop 2023, we demonstrate that Clinical-T5
fine-tuned to 765 medical clinic notes outperforms other extractive,
abstractive and zero-shot baselines, yielding reasonable baseline systems for
medical note summarization. Further, we introduce Hierarchical Ensemble of
Summarization Models (HESM), consisting of token-level ensembles of diverse
fine-tuned Clinical-T5 models, followed by Minimum Bayes Risk (MBR) decoding.
Our HESM approach lead to a considerable summarization performance boost, and
when evaluated on held-out challenge data achieved a ROUGE-L of 32.77, which
was the best-performing system at the top of the shared task leaderboard.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:08:10 GMT""}]","2023-06-09"
"2306.05318","Shimon Kolkowitz","M. C. Cambria, G. Thiering, A. Norambuena, H. T. Dinani, A. Gardill,
  I. Kemeny, V. Lordi, A. Gali, J. R. Maze, and S. Kolkowitz","A physically motivated analytical expression for the temperature
  dependence of the zero-field splitting of the nitrogen-vacancy center in
  diamond","Main text: 7 pages, 4 figures, 1 table, 44 references. Supplemental
  Material: 12 pages, 5 figures, 2 tables, 23 references",,,,"cond-mat.mes-hall quant-ph","http://creativecommons.org/licenses/by/4.0/","  The temperature dependence of the zero-field splitting (ZFS) between the
$|m_{s}=0\rangle$ and $|m_{s}=\pm 1\rangle$ levels of the nitrogen-vacancy (NV)
center's electronic ground-state spin triplet can be used as a robust nanoscale
thermometer in a broad range of environments. However, despite numerous
measurements of this dependence in different temperature ranges, to our
knowledge no analytical expression has been put forward that captures the
scaling of the ZFS of the NV center across all relevant temperatures. Here we
present a simple, analytical, and physically motivated expression for the
temperature dependence of the NV center's ZFS that matches all experimental
observations, in which the ZFS shifts in proportion to the occupation numbers
of two representative phonon modes. In contrast to prior models our expression
does not diverge outside the regions of fitting. We show that our model
quantitatively matches experimental measurements of the ZFS from 15 to 500 K in
single NV centers in ultra-pure bulk diamond, and we compare our model and
measurements to prior models and experimental data.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:11:21 GMT""}]","2023-06-09"
"2306.05319","Ibrahim Sbeity","Ibrahim Sbeity, Christophe Villien, Beno\^it Denis, and E. Veronica
  Belmega","RNN-Based GNSS Positioning using Satellite Measurement Features and
  Pseudorange Residuals",,,,,"eess.SP cs.LG","http://creativecommons.org/licenses/by/4.0/","  In the Global Navigation Satellite System (GNSS) context, the growing number
of available satellites has lead to many challenges when it comes to choosing
the most accurate pseudorange contributions, given the strong impact of biased
measurements on positioning accuracy, particularly in single-epoch scenarios.
This work leverages the potential of machine learning in predicting link-wise
measurement quality factors and, hence, optimize measurement weighting. For
this purpose, we use a customized matrix composed of heterogeneous features
such as conditional pseudorange residuals and per-link satellite metrics (e.g.,
carrier-to-noise power density ratio and its empirical statistics, satellite
elevation, carrier phase lock time). This matrix is then fed as an input to a
recurrent neural network (RNN) (i.e., a long-short term memory (LSTM) network).
Our experimental results on real data, obtained from extensive field
measurements, demonstrate the high potential of our proposed solution being
able to outperform traditional measurements weighting and selection strategies
from state-of-the-art.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:11:57 GMT""}]","2023-06-09"
"2306.05320","Danni Liu","Danni Liu, Thai Binh Nguyen, Sai Koneru, Enes Yavuz Ugan, Ngoc-Quan
  Pham, Tuan-Nam Nguyen, Tu Anh Dinh, Carlos Mullov, Alexander Waibel, Jan
  Niehues","KIT's Multilingual Speech Translation System for IWSLT 2023","IWSLT 2023",,,,"cs.CL cs.SD","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Many existing speech translation benchmarks focus on native-English speech in
high-quality recording conditions, which often do not match the conditions in
real-life use-cases. In this paper, we describe our speech translation system
for the multilingual track of IWSLT 2023, which focuses on the translation of
scientific conference talks. The test condition features accented input speech
and terminology-dense contents. The tasks requires translation into 10
languages of varying amounts of resources. In absence of training data from the
target domain, we use a retrieval-based approach (kNN-MT) for effective
adaptation (+0.8 BLEU for speech translation). We also use adapters to easily
integrate incremental training data from data augmentation, and show that it
matches the performance of re-training. We observe that cascaded systems are
more easily adaptable towards specific target domains, due to their separate
modules. Our cascaded speech system substantially outperforms its end-to-end
counterpart on scientific talk translation, although their performance remains
similar on TED talks.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:13:20 GMT""}]","2023-06-09"
