"2305.14181","Paolo Antonelli","Paolo Antonelli and Boris Shakarov","Existence and Large Time Behavior for a Dissipative Variant of the
  Rotational NLS Equation","32 pages, comments welcome",,,,"math.AP math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study a dissipative variant of the Gross-Pitaevskii equation with
rotation. The model contains a nonlocal, nonlinear term that forces the
conservation of $L^2$-norm of solutions. We are motivated by several physical
experiments and numerical simulations studying the formation of vortices in
Bose-Einstein condensates. We show local and global well-posedness of this
model and investigate the asymptotic behavior of its solutions. In the linear
case, the solution asymptotically tends to the eigenspace associated with the
smallest eigenvalue in the decomposition of the initial datum. In the nonlinear
case, we obtain weak convergence to a stationary state. Moreover, for initial
energies in a specific range, we prove strong asymptotic stability of ground
state solutions.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:00:17 GMT""}]","2023-05-24"
"2305.14182","Martenq Kaas","Marten H. L. Kaas, Zoe Porter, Ernest Lim, Aisling Higham, Sarah
  Khavandi and Ibrahim Habli","Ethics in conversation: Building an ethics assurance case for autonomous
  AI-enabled voice agents in healthcare","19 pages, 3 figures, 1 table, pre-print of paper for Trustworthy
  Autonomous Systems conference",,,,"cs.CY","http://creativecommons.org/licenses/by/4.0/","  The deployment and use of AI systems should be both safe and broadly
ethically acceptable. The principles-based ethics assurance argument pattern is
one proposal in the AI ethics landscape that seeks to support and achieve that
aim. The purpose of this argument pattern or framework is to structure
reasoning about, and to communicate and foster confidence in, the ethical
acceptability of uses of specific real-world AI systems in complex
socio-technical contexts. This paper presents the interim findings of a case
study applying this ethics assurance framework to the use of Dora, an AI-based
telemedicine system, to assess its viability and usefulness as an approach. The
case study process to date has revealed some of the positive ethical impacts of
the Dora platform, as well as unexpected insights and areas to prioritise for
evaluation, such as risks to the frontline clinician, particularly in respect
of clinician autonomy. The ethics assurance argument pattern offers a practical
framework not just for identifying issues to be addressed, but also to start to
construct solutions in the form of adjustments to the distribution of benefits,
risks and constraints on human autonomy that could reduce ethical disparities
across affected stakeholders. Though many challenges remain, this research
represents a step in the direction towards the development and use of safe and
ethically acceptable AI systems and, ideally, a shift towards more
comprehensive and inclusive evaluations of AI systems in general.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:04:59 GMT""}]","2023-05-24"
"2305.14183","Micha{\l} Kijaczko","Micha{\l} Kijaczko","Asymptotics of weighted Gagliardo seminorms","12 pages",,,,"math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we consider fractional Sobolev spaces equipped with weights
being powers of the distance to the boundary of the domain. We prove the
versions of Bourgain--Brezis--Mironescu and Maz'ya--Shaposhnikova asymptotic
formulae for weighted fractional Gagliardo seminorms. For $p>1$ we also provide
a nonlocal characterization of classical weighted Sobolev spaces with power
weights.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:06:05 GMT""}]","2023-05-24"
"2305.14184","Han Cai","Han Cai, Jay C. LeFebvre, Hao Li, Ethan Y. Cho, Nobuyuki Yoshikawa and
  Shane A. Cybart","High-Temperature Superconductor Quantum Flux Parametron for
  Energy-Efficient Logic",,,,,"physics.app-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  As we rapidly advance through the information age, the power consumed by
computers, data centers, and networks grows exponentially. This has inspired a
race to develop alternative low-power computational technologies. A new
adiabatic configuration of a decades-old superconducting digital logic device
has darted into the lead called quantum flux parametrons (QFP). QFP operate
with dissipation so low that they seemingly violate the laws of thermodynamics.
In just a short span of time, they have gone from simple single NOT gates to
complex processors containing thousands of gates. They are fabricated from
elemental niobium superconductors cooled to just a few degrees above absolute
zero. However, their efficiency is so great that for large high-performance
computers with several gates, the energy savings are immense. For smaller
computational platforms QFPs from high-temperature superconductors (high-Tc)
are highly desirable. In this work, we take the first steps towards this goal
with the demonstration of a high-T C QFP shift register. Our device is
fabricated using focused helium ion beam lithography where the material is
modified with an ion beam at the nanoscale to directly pattern these circuits
into a high-T C thin film. We validate the correct logical operation at 25 K,
over 6 times higher than niobium devices with an estimated bit energy of 0.1
attoJoule at 10 GHz.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:06:37 GMT""}]","2023-05-24"
"2305.14185","Fabio Chalub","Fabio A.C.C. Chalub, Antonio G\'omez-Corral, Mart\'in
  L\'opez-Garc\'ia, and F\'atima Palacios-Rodr\'iguez","A Markov chain model to investigate the spread of antibiotic-resistant
  bacteria in hospitals","22 pages, 5 figures",,,,"q-bio.PE","http://creativecommons.org/licenses/by/4.0/","  This paper proposes a Markov chain model to describe the spread of a single
bacterial species in a hospital ward where patients may be free of bacteria or
may carry bacterial strains that are either sensitive or resistant to
antimicrobial agents. The aim is to determine the probability law of the exact
reproduction number Rexact,0 which is here defined as the random number of
secondary infections generated by those patients who are accommodated in a
predetermined bed before a patient who is free of bacteria is accommodated in
this bed for the first time. Specifically, we decompose the exact reproduction
number Rexact,0 into two contributions allowing us to distinguish between
infections due to the sensitive and the resistant bacterial strains. Our
methodology is mainly based on structured Markov chains and the use of related
matrix-analytic methods.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:06:56 GMT""}]","2023-05-24"
"2305.14186","Jessica Page","Jessica Page, Tyson Littenberg","Bayesian Time Delay Interferometry for Orbiting LISA: Accounting for the
  Time Dependence of Spacecraft Separations",,,,,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Previous work demonstrated effective laser frequency noise (LFN) suppression
for Laser Interferometer Space Antenna (LISA) data from raw phasemeter
measurements using a Markov Chain Monte Carlo (MCMC) algorithm with fractional
delay interpolation (FDI) techniques to estimate the spacecraft separation
parameters required for time-delay interferometry (TDI) under the assumption of
a rigidly rotating LISA configuration. Including TDI parameters in the LISA
data model as part of a global fit analysis pipeline enables gravitational wave
inferences to be marginalized over uncertainty in the spacecraft separations.
Here we extend the algorithm's capability to perform data-driven TDI on LISA in
Keplerian orbits, which introduce a time-dependence in the arm-length
parameters and at least $\mathcal{O}$(M) times greater computational cost since
the filter must be applied for every sample in the time series of sample size
M. We find feasibility of arm-length estimation on $\sim$day-long time scales
by using a novel Taylor-expanded version of the fractional delay interpolation
filter that allows half of the filter computation to be calculated and stored
before MCMC iterations and requires shorter filter lengths than previously
reported. We demonstrate LFN suppression for orbiting LISA using accurate
arm-length estimates parameterized by Keplerian orbital parameters under the
assumption of unperturbed analytical Keplerian orbits, and explore the
potential extension of these methods to arbitrary numerical orbits.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:07:30 GMT""},{""version"":""v2"",""created"":""Fri, 26 May 2023 15:00:11 GMT""}]","2023-05-29"
"2305.14187","Steven Tomsovic","Steven Tomsovic, Juan Diego Urbina, and Klaus Richter","Controlling quantum chaos: time-dependent kicked rotor","12 pages, 8 figures, 1 table",,,,"quant-ph cond-mat.quant-gas nlin.CD","http://creativecommons.org/licenses/by/4.0/","  One major objective of controlling classical chaotic dynamical systems is
exploiting the system's extreme sensitivity to initial conditions in order to
arrive at a predetermined target state. In a recent letter [Phys.~Rev.~Lett.
130, 020201 (2023)], a generalization of this targeting method to quantum
systems was demonstrated using successive unitary transformations that counter
the natural spreading of a quantum state. In this paper further details are
given and an important quite general extension is established. In particular,
an alternate approach to constructing the coherent control dynamics is given,
which introduces a new time-dependent, locally stable control Hamiltonian that
continues to use the chaotic heteroclinic orbits previously introduced, but
without the need of countering quantum state spreading. Implementing that
extension for the quantum kicked rotor generates a much simpler approximate
control technique than discussed in the letter, which is a little less
accurate, but far more easily realizable in experiments. The simpler method's
error can still be made to vanish as $\hbar \rightarrow 0$.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:07:34 GMT""}]","2023-05-24"
"2305.14188","Iuri Frosio","Iuri Frosio and Jan Kautz","The Best Defense is a Good Offense: Adversarial Augmentation against
  Adversarial Attacks",,"CVPR 2023",,,"cs.LG cs.CR cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Many defenses against adversarial attacks (\eg robust classifiers,
randomization, or image purification) use countermeasures put to work only
after the attack has been crafted. We adopt a different perspective to
introduce $A^5$ (Adversarial Augmentation Against Adversarial Attacks), a novel
framework including the first certified preemptive defense against adversarial
attacks. The main idea is to craft a defensive perturbation to guarantee that
any attack (up to a given magnitude) towards the input in hand will fail. To
this aim, we leverage existing automatic perturbation analysis tools for neural
networks. We study the conditions to apply $A^5$ effectively, analyze the
importance of the robustness of the to-be-defended classifier, and inspect the
appearance of the robustified images. We show effective on-the-fly defensive
augmentation with a robustifier network that ignores the ground truth label,
and demonstrate the benefits of robustifier and classifier co-training. In our
tests, $A^5$ consistently beats state of the art certified defenses on MNIST,
CIFAR10, FashionMNIST and Tinyimagenet. We also show how to apply $A^5$ to
create certifiably robust physical objects. Our code at
https://github.com/NVlabs/A5 allows experimenting on a wide range of scenarios
beyond the man-in-the-middle attack tested here, including the case of physical
attacks.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:07:58 GMT""}]","2023-05-24"
"2305.14189","Di Wu","Di Wu and Christof Monz","Beyond Shared Vocabulary: Increasing Representational Word Similarities
  across Languages for Multilingual Machine Translation","11 pages, 2 figures",,,,"cs.CL cs.LG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using a shared vocabulary is common practice in Multilingual Neural Machine
Translation (MNMT). In addition to its simple design, shared tokens play an
important role in positive knowledge transfer, which manifests naturally when
the shared tokens refer to similar meanings across languages. However, natural
flaws exist in such a design as well: 1) when languages use different writing
systems, transfer is inhibited, and 2) even if languages use similar writing
systems, shared tokens may have completely different meanings in different
languages, increasing ambiguity. In this paper, we propose a re-parameterized
method for building embeddings to alleviate the first problem. More
specifically, we define word-level information transfer pathways via word
equivalence classes and rely on graph networks to fuse word embeddings across
languages. Our experiments demonstrate the advantages of our approach: 1) the
semantics of embeddings are better aligned across languages, 2) our method
achieves significant BLEU improvements on high- and low-resource MNMT, and 3)
only less than 1.0\% additional trainable parameters are required with a
limited increase in computational costs.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:11:00 GMT""}]","2023-05-24"
"2305.14190","Alireza Ahmadianyazdi","Alireza Ahmadianyazdi, Isaac J. Miller, Albert Folch","Tunable Resins with PDMS-like Elastic Modulus for Stereolithographic
  3D-printing of Multimaterial Microfluidic Actuators",,,,,"cond-mat.mtrl-sci physics.chem-ph","http://creativecommons.org/licenses/by/4.0/","  Stereolithographic 3D-printing (SLA) permits facile fabrication of
high-precision microfluidic and lab-on-a-chip devices. SLA photopolymers often
yield parts with low mechanical compliancy in sharp contrast to elastomers such
as poly (dimethyl siloxane) (PDMS). On the other hand, SLA-printable elastomers
with soft mechanical properties do not fulfill the distinct requirements for a
highly manufacturable resin in microfluidics (e.g., high-resolution
printability, transparency, low-viscosity). These limitations restrict our
ability to SLA-print efficient microfluidic actuators containing dynamic,
movable elements. Here we introduce low-viscous photopolymer resins based on a
tunable blend of poly(ethylene glycol) diacrylate (PEGDA, Mw~258) and poly
(ethylene glycol methyl ether) methacrylate (PEGMEMA, Mw~300) monomers. In
these blends, which we term PEGDA-co-PEGMEMA, tuning the PEGMEMA-to-PEGDA ratio
alters the elastic modulus of the printed plastics by ~400-fold, reaching that
of PDMS. Through the addition of PEGMEMA, moreover, PEGDA-co-PEGMEMA retains
desirable properties of highly manufacturable PEGDA such as low viscosity,
solvent compatibility, cytocompatibility and low drug absorptivity. With
PEGDA-co-PEGMEMA, we SLA-printed drastically enhanced fluidic actuators
including microvalves, micropumps, and microregulators with a hybrid structure
containing a flexible PEGDA-co-PEGMEMA membrane within a rigid PEGDA housing.
","[{""version"":""v1"",""created"":""Tue, 23 May 2023 16:11:49 GMT""}]","2023-05-24"
