"2303.08017","Christo Kurisummoottil Thomas","Christo Kurisummoottil Thomas, Walid Saad","Reliable Beamforming at Terahertz Bands: Are Causal Representations the
  Way Forward?","Accepted at IEEE ICASSP 2023",,,,"cs.IT cs.LG eess.SP math.IT","http://creativecommons.org/licenses/by/4.0/","  Future wireless services, such as the metaverse require high information
rate, reliability, and low latency. Multi-user wireless systems can meet such
requirements by utilizing the abundant terahertz bandwidth with a massive
number of antennas, creating narrow beamforming solutions. However, existing
solutions lack proper modeling of channel dynamics, resulting in inaccurate
beamforming solutions in high-mobility scenarios. Herein, a dynamic,
semantically aware beamforming solution is proposed for the first time,
utilizing novel artificial intelligence algorithms in variational causal
inference to compute the time-varying dynamics of the causal representation of
multi-modal data and the beamforming. Simulations show that the proposed
causality-guided approach for Terahertz (THz) beamforming outperforms classical
MIMO beamforming techniques.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:02:46 GMT""}]","2023-03-15"
"2303.08019","Jinchao Li","Jinchao Li, Kaitao Song, Junan Li, Bo Zheng, Dongsheng Li, Xixin Wu,
  Xunying Liu, Helen Meng","Leveraging Pretrained Representations with Task-related Keywords for
  Alzheimer's Disease Detection","5 pages, 3 figures, 3 tables",,,,"eess.AS cs.LG cs.SD q-bio.QM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  With the global population aging rapidly, Alzheimer's disease (AD) is
particularly prominent in older adults, which has an insidious onset and leads
to a gradual, irreversible deterioration in cognitive domains (memory,
communication, etc.). Speech-based AD detection opens up the possibility of
widespread screening and timely disease intervention. Recent advances in
pre-trained models motivate AD detection modeling to shift from low-level
features to high-level representations. This paper presents several efficient
methods to extract better AD-related cues from high-level acoustic and
linguistic features. Based on these features, the paper also proposes a novel
task-oriented approach by modeling the relationship between the participants'
description and the cognitive task. Experiments are carried out on the ADReSS
dataset in a binary classification setup, and models are evaluated on the
unseen test set. Results and comparison with recent literature demonstrate the
efficiency and superior performance of proposed acoustic, linguistic and
task-oriented methods. The findings also show the importance of semantic and
syntactic information, and feasibility of automation and generalization with
the promising audio-only and task-oriented methods for the AD detection task.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:03:28 GMT""}]","2023-03-15"
"2303.08020","Andrei Zotov","K. Atalikov, A. Zotov","Gauge equivalence between 1+1 rational Calogero-Moser field theory and
  higher rank Landau-Lifshitz equation","7 pages, minor corrections",,"10.1134/S0021364023600714",,"hep-th math-ph math.MP nlin.SI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we study 1+1 field generalization of the rational $N$-body
Calogero-Moser model. We show that this model is gauge equivalent to some
special higher rank matrix Landau-Lifshitz equation. The latter equation is
described in terms of ${\rm GL}_N$ rational $R$-matrix, which turns into the
11-vertex $R$-matrix in the $N=2$ case. The rational $R$-matrix satisfies the
associative Yang-Baxter equation, which underlies construction of the Lax pair
for the Zakharov-Shabat equation. The field analogue of the IRF-Vertex
transformation is proposed. It allows to compute explicit change of variables
between the field Calogero-Moser model and the Landau-Lifshitz equation.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:03:33 GMT""},{""version"":""v2"",""created"":""Mon, 27 Mar 2023 20:57:48 GMT""}]","2023-04-26"
"2303.08021","Mai A. Shaaban","Mai A. Shaaban, Mariam Kashkash, Maryam Alghfeli, Adham Ibrahim","Optimizing Deep Learning Model Parameters with the Bees Algorithm for
  Improved Medical Text Classification",,,,,"cs.CL cs.AI","http://creativecommons.org/licenses/by/4.0/","  This paper introduces a novel mechanism to obtain the optimal parameters of a
deep learning model using the Bees Algorithm, which is a recent promising swarm
intelligence algorithm. The optimization problem is to maximize the accuracy of
classifying ailments based on medical text given the initial hyper-parameters
to be adjusted throughout a definite number of iterations. Experiments included
two different datasets: English and Arabic. The highest accuracy achieved is
99.63% on the English dataset using Long Short-Term Memory (LSTM) along with
the Bees Algorithm, and 88% on the Arabic dataset using AraBERT.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:04:13 GMT""}]","2023-03-15"
"2303.08023","Sebastiano Grazzi","Joris Bierkens, Sebastiano Grazzi, Gareth Roberts and Moritz Schauer","Methods and applications of PDMP samplers with boundary conditions",,,,,"stat.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We extend Monte Carlo samplers based on piecewise deterministic Markov
processes (PDMP samplers) by formally defining different boundary conditions
such as sticky floors, soft and hard walls and teleportation portals. This
allows PDMP samplers to target measures with piecewise-smooth densities
relative to mixtures of Dirac and continuous components and measures supported
on disconnected regions or regions which are difficult to reach with continuous
paths. This is achieved by specifying the transition kernel which governs the
behaviour of standard PDMPs when reaching a boundary. We determine a sufficient
condition for the kernel at the boundary in terms of the skew-detailed balance
condition and give concrete examples. The probabilities to cross a boundary can
be tuned by introducing a piecewise constant speed-up function which modifies
the velocity of the process upon crossing the boundary without extra
computational cost. We apply this new class of processes to two illustrative
applications in epidemiology and statistical mechanics.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:06:34 GMT""}]","2023-03-15"
"2303.08024","Olof Nebrin","Olof Nebrin, Sambit K. Giri, Garrelt Mellema","Starbursts in low-mass haloes at Cosmic Dawn. I. The critical halo mass
  for star formation","21 pages, 10 figures. Comments are welcome",,,"NORDITA-2023-008","astro-ph.CO astro-ph.GA","http://creativecommons.org/licenses/by/4.0/","  The first stars, galaxies, star clusters, and direct-collapse black holes are
expected to have formed in low-mass ($\sim$$10^{5}-10^{9} ~ M_{\odot}$) haloes
at Cosmic Dawn ($z \sim 10 - 30$) under conditions of efficient gas cooling,
leading to gas collapse towards the centre of the halo. The halo mass cooling
threshold has been analyzed by several authors using both analytical models and
numerical simulations, with differing results. Since the halo number density is
a sensitive function of the halo mass, an accurate model of the cooling
threshold is needed for (semi-)analytical models of star formation at Cosmic
Dawn. In this paper the cooling threshold mass is calculated
(semi-)analytically, considering the effects of H$_2$-cooling and formation (in
the gas phase and on dust grains), cooling by atomic metals, Lyman-$\alpha$
cooling, photodissociation of H$_2$ by Lyman-Werner photons (including
self-shielding by H$_2$), photodetachment of H$^-$ by infrared photons,
photoevaporation by ionization fronts, and the effect of baryon streaming
velocities. We compare the calculations to several high-resolution cosmological
simulations, showing excellent agreement. We find that in regions of typical
baryon streaming velocities, star formation is possible in haloes of mass
$\gtrsim 1-2 \times 10^6 ~ M_{\odot}$ for $z \gtrsim 20$. By $z \sim 8$, the
expected Lyman-Werner background suppresses star formation in all minihaloes
below the atomic-cooling threshold ($T_{\rm vir} = 10^4 ~ \textrm{K}$). The
halo mass cooling threshold increases by another factor of $\sim$$4$ following
reionization, although this effect is slightly delayed ($z \sim 4-5$) because
of effective self-shielding.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:06:55 GMT""}]","2023-03-15"
"2303.08025","Giovanni Catino","Giovanni Catino, Paolo Mastrolia, Dario D. Monticelli","Uniqueness of critical metrics for a quadratic curvature functional",,,,,"math.DG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we prove new rigidity results for complete, possibly
non-compact, critical metrics of the quadratic curvature functionals
$\mathfrak{S}^2 = \int R_g^{2} dV_g$. We show that critical metrics $(M^n, g)$
with finite energy are always scalar flat, i.e. a global minimum, provided
$n\geq 10$ or $7\leq n \leq 9$ and $M^n$ has at least two ends.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:08:11 GMT""}]","2023-03-15"
"2303.08026","Amirhossein Hajavi","Amirhossein Hajavi and Ali Etemad","A Study on Bias and Fairness In Deep Speaker Recognition",,,,,"cs.SD cs.AI eess.AS","http://creativecommons.org/licenses/by/4.0/","  With the ubiquity of smart devices that use speaker recognition (SR) systems
as a means of authenticating individuals and personalizing their services,
fairness of SR systems has becomes an important point of focus. In this paper
we study the notion of fairness in recent SR systems based on 3 popular and
relevant definitions, namely Statistical Parity, Equalized Odds, and Equal
Opportunity. We examine 5 popular neural architectures and 5 commonly used loss
functions in training SR systems, while evaluating their fairness against
gender and nationality groups. Our detailed experiments shed light on this
concept and demonstrate that more sophisticated encoder architectures better
align with the definitions of fairness. Additionally, we find that the choice
of loss functions can significantly impact the bias of SR models.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:08:19 GMT""}]","2023-03-15"
"2303.08027","Jinchao Li","Jinchao Li, Xixin Wu, Kaitao Song, Dongsheng Li, Xunying Liu, Helen
  Meng","A Hierarchical Regression Chain Framework for Affective Vocal Burst
  Recognition","5 pages, 3 figures, 5 tables",,,,"eess.AS cs.LG cs.SD eess.SP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  As a common way of emotion signaling via non-linguistic vocalizations, vocal
burst (VB) plays an important role in daily social interaction. Understanding
and modeling human vocal bursts are indispensable for developing robust and
general artificial intelligence. Exploring computational approaches for
understanding vocal bursts is attracting increasing research attention. In this
work, we propose a hierarchical framework, based on chain regression models,
for affective recognition from VBs, that explicitly considers multiple
relationships: (i) between emotional states and diverse cultures; (ii) between
low-dimensional (arousal & valence) and high-dimensional (10 emotion classes)
emotion spaces; and (iii) between various emotion classes within the
high-dimensional space. To address the challenge of data sparsity, we also use
self-supervised learning (SSL) representations with layer-wise and temporal
aggregation modules. The proposed systems participated in the ACII Affective
Vocal Burst (A-VB) Challenge 2022 and ranked first in the ""TWO'' and ""CULTURE''
tasks. Experimental results based on the ACII Challenge 2022 dataset
demonstrate the superior performance of the proposed system and the
effectiveness of considering multiple relationships using hierarchical
regression chain models.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:08:45 GMT""}]","2023-03-15"
"2303.08029","Jianjian Yin","Jianjian Yin, Zhichao Zheng, Yanhui Gu, Junsheng Zhou, Yi Chen","Class-level Multiple Distributions Representation are Necessary for
  Semantic Segmentation",,,,,"cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Existing approaches focus on using class-level features to improve semantic
segmentation performance. How to characterize the relationships of intra-class
pixels and inter-class pixels is the key to extract the discriminative
representative class-level features. In this paper, we introduce for the first
time to describe intra-class variations by multiple distributions. Then,
multiple distributions representation learning(\textbf{MDRL}) is proposed to
augment the pixel representations for semantic segmentation. Meanwhile, we
design a class multiple distributions consistency strategy to construct
discriminative multiple distribution representations of embedded pixels.
Moreover, we put forward a multiple distribution semantic aggregation module to
aggregate multiple distributions of the corresponding class to enhance pixel
semantic information. Our approach can be seamlessly integrated into popular
segmentation frameworks FCN/PSPNet/CCNet and achieve 5.61\%/1.75\%/0.75\% mIoU
improvements on ADE20K. Extensive experiments on the Cityscapes, ADE20K
datasets have proved that our method can bring significant performance
improvement.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:10:36 GMT""}]","2023-03-15"
